"COMPANY","ID","CATEGORY"
4565390,7849104,329
4565391,7849094,409
4565392,7849095,501
4565393,7849097,316
4565394,7849098,373
4565395,7849103,741
4565398,7849105,921
4565399,7849106,390
4565400,7849107,581
4565403,7849108,360
4565404,7849109,307
4565405,7849110,392
4565408,7849113,316
4565409,7849114,378
4565413,7849115,313
4565414,7849116,397
4565415,7849117,316
4565416,7849118,1048
4565418,7849119,380
4565419,7849120,319
4565420,7849121,1047
4565421,7849123,323
4565422,7849124,342
4565423,7849125,319
4565424,7849126,1048
4565425,7849127,441
4565426,7849129,313
4565427,7849130,410
4565428,7849132,409
4565429,7849133,360
4565429,7849134,391
4565431,7849139,393
4565432,7849142,380
4565434,7849144,378
4565435,7849145,356
4565436,7849146,1022
4565436,7849154,1022
4565437,7849147,317
4565438,7849148,317
4565439,7849149,340
4565439,7849153,417
4565440,7849150,390
4565441,7849151,581
4565441,7849159,581
4565443,7849155,316
4565444,7849158,371
4565445,7849161,421
4565446,7849163,354
4565447,7849165,397
4565448,7849167,416
4565449,7849168,410
4565451,7849170,316
4565452,7849171,381
4565453,7849172,322
4565454,7849175,373
4565455,7849176,581
4565456,7849177,1022
4565457,7849179,1044
4565458,7849183,1022
4565460,7849184,311
4565461,7849185,406
4565462,7849186,421
4565463,7849187,317
4565465,7849189,342
4565467,7849190,1038
4565468,7849191,395
4565469,7849192,1022
4565471,7849193,409
4565472,7849195,316
4565473,7849196,415
4565474,7849197,1022
4565475,7849198,311
4565476,7849199,981
4565477,7849201,378
4565478,7849202,313
4565479,7849203,381
4565481,7849204,381
4565482,7849207,1022
4565483,7849210,332
4565484,7849211,392
4565485,7849212,1022
4565487,7849213,323
4565488,7849214,386
4565489,7849215,384
4565490,7849217,310
4565491,7849218,371
4565492,7849219,397
4565493,7849220,346
4565496,7849221,641
4565497,7849225,384
4565498,7849226,371
4565499,7849227,1041
4565500,7849228,356
4565501,7849229,1101
4565502,7849230,1047
4565504,7849231,316
4565505,7849234,322
4565506,7849235,317
4565507,7849236,316
4565508,7849237,1046
4565510,7849238,366
4565511,7849239,361
4565512,7849243,312
4565512,7849266,312
4565513,7849245,374
4565514,7849246,311
4565516,7849247,1022
4565517,7849248,1022
4565518,7849249,501
4565519,7849250,395
4565520,7849251,305
4565521,7849253,380
4565522,7849254,1038
4565523,7849255,317
4565524,7849256,1102
4565525,7849257,322
4565526,7849258,395
4565526,7849268,380
4565527,7849259,381
4565528,7849260,421
4565529,7849261,386
4565530,7849262,397
4565531,7849263,376
4565532,7849264,316
4565533,7849265,350
4565534,7849269,409
4565535,7849270,1022
4565535,7849303,406
4565535,7849305,354
4565535,7849306,1022
4565536,7849271,323
4565537,7849272,307
4565538,7849273,392
4565539,7849275,1112
4565540,7849276,1026
4565540,7849286,311
4565541,7849277,361
4565542,7849278,501
4565543,7849279,1022
4565544,7849280,641
4565545,7849281,307
4565546,7849282,306
4565547,7849283,371
4565547,7849294,371
4565547,7849296,1022
4565548,7849284,1022
4565549,7849285,395
4565550,7849288,501
4565551,7849290,323
4565554,7849293,392
4565556,7849297,374
4565557,7849299,316
4565558,7849300,1044
4565559,7849301,621
4565560,7849302,802
4565561,7849304,378
4565562,7849307,481
4565565,7849308,406
4565565,7849321,406
4565565,7849322,406
4565565,7849323,406
4565565,7849324,406
4565565,7849325,406
4565565,7849326,376
4565566,7849309,416
4565567,7849312,384
4565569,7849315,336
4565570,7849316,1022
4565571,7849317,320
4565573,7849318,378
4565573,7849343,395
4565574,7849319,316
4565575,7849320,381
4565575,7849412,380
4565576,7849327,378
4565577,7849328,360
4565578,7849329,395
4565579,7849330,395
4565580,7849332,561
4565581,7849333,395
4565583,7849334,408
4565584,7849336,313
4565585,7849337,416
4565587,7849338,1046
4565588,7849339,374
4565589,7849340,410
4565590,7849341,641
4565592,7849342,409
4565593,7849344,339
4565598,7849345,409
4565599,7849346,323
4565601,7849348,307
4565602,7849349,409
4565602,7849369,409
4565603,7849351,409
4565605,7849352,1047
4565606,7849353,329
4565607,7849354,501
4565608,7849357,380
4565609,7849359,329
4565610,7849360,316
4565613,7849361,337
4565614,7849364,313
4565615,7849365,316
4565616,7849366,332
4565617,7849367,307
4565618,7849368,741
4565619,7849370,1049
4565620,7849371,981
4565621,7849372,1022
4565622,7849373,1022
4565622,7849395,1022
4565623,7849374,360
4565624,7849375,385
4565625,7849376,418
4565626,7849377,1039
4565627,7849379,312
4565628,7849380,381
4565629,7849382,1022
4565629,7849393,1022
4565630,7849383,416
4565631,7849384,380
4565632,7849385,361
4565633,7849386,342
4565635,7849388,406
4565636,7849389,1022
4565637,7849390,329
4565638,7849391,333
4565639,7849392,1022
4565640,7849394,416
4565641,7849396,307
4565642,7849399,319
4565643,7849401,621
4565644,7849403,358
4565645,7849406,316
4565648,7849408,416
4565649,7849409,310
4565650,7849410,307
4565651,7849413,373
4565660,7849414,305
4565661,7849415,1044
4565662,7849416,359
4565663,7849417,1022
4565664,7849418,360
4565665,7849419,406
4565666,7849420,316
4565667,7849421,316
4565668,7849422,323
4565669,7849423,415
4565670,7849424,319
4565671,7849425,581
